90.0000000000 159.9999999821 2.5000000000 
90.0000000153 168.4999999821 0.0000000000 
70.0000000153 168.5000000179 0.0000000000 
70.0000000000 160.0000000179 2.5000000000 

90.0000000000 159.9999999821 2.5000000000 
89.9999999847 151.4999999821 0.0000000000 
69.9999999847 151.5000000179 0.0000000000 
70.0000000000 160.0000000179 2.5000000000 

90.0000000000 159.9999999821 2.5000000000 
89.9999999847 151.4999999821 5.0000000000 
69.9999999847 151.5000000179 5.0000000000 
70.0000000000 160.0000000179 2.5000000000 

90.0000000000 159.9999999821 2.5000000000 
90.0000000153 168.4999999821 5.0000000000 
70.0000000153 168.5000000179 5.0000000000 
70.0000000000 160.0000000179 2.5000000000 

90.0000000000 159.9999999821 2.5000000000 
90.0000000153 168.4999999821 0.0000000000 
70.0000000153 168.5000000179 0.0000000000 
70.0000000000 160.0000000179 2.5000000000 

